Error Code,Description,Explanation,Suggestion
C 314 A 4,SPI IO,Emergency Stop bit transition to low,
C 314 A 5,Expected OSS D pulse were not detected on the Configurable Output (CO),The generated OSS D pulses on the safety output were not seen during read back,a) Verify if safety output is not connected to any power supply or another safety output b) Update software c) Contact your local Universal Robots service provider for assistance
C 314 A 6,An unexpected OSS D pulse was detected on Configurable Output (CO),"An OSS D pulse was detected on the safety output read back, but was not generated by the hardware",a) Verify if safety output is not connected to ground or another safety output b) Update software c) Contact your local Universal Robots service provider for assistance
C 315 A,Watchdog,The system watchdog is not working as expected,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance.
C 315 A 0 to C 315 A 23,Self-test failed,The system watchdog is not working as expected,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance.
C 316 A,M CU,Micro Control Unit,
C 316 A 0,Unknown ID,The Microcontroller Identifier does not match an expected value. Firmware does not match hardware.,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 316 A 1,This version of the firmware is obsolete and needs to be updated,The firmware in the robot is too old and needs to be updated,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance.
C 317 A 0,Failure injection,Injecting type unexpected,
C 317 A 1,Failure injection,Missing handler for specified type,
C 317 A 2,Failure injection,Invalid data provided to specified type,
C 317 A 3,Failure injection,Throw report,
C 318 A 0,Stack monitor,The stack level watermark is breached,
C 319 A 0,Files ys Diagnostic Tool,"Read operation started, at specified start address",
C 319 A 1,Files ys Diagnostic Tool,Read operation was succes fully completed,
C 319 A 2,Files ys Diagnostic Tool,"Read operation failed, due to illegal address",
C 319 A 3,Files ys Diagnostic Tool,Received data for unexpected address,
C 319 A 4,Files ys Diagnostic Tool,Un x pec ted address,
C 319 A 5,Files ys Diagnostic Tool,Erased sector at specified address,
C 319 A 6,Files ys Diagnostic Tool,Write operation was succes fully completed,
C 320 A 0 to C 320 A 41,RED net BLVD S,Data transmission error,
C 321 A 0 to C 321 A 41,RED net RS 485,Data transmission error,
C 322 A 0,Switch,Switch: Priority package timeout on specified ports,
C 322 A 1,Switch,Switch: Data package timeout on specified ports,
C 323 A 0,S CB Endpoint,Endpoint : Priority data debug channel overflow,
C 323 A 1,S CB Endpoint,Endpoint : data debug channel overflow,
C 323 A 2,S CB Endpoint,Endpoint : Priority data inbound time out from specified port.,
C 323 A 3,S CB Endpoint,Endpoint : Data inbound timeout from specified port.,
C 323 A 4,S CB Endpoint,Endpoint : Priority data outbound time out to specified port.,
C 323 A 5,S CB Endpoint,Endpoint : Data outbound timeout to specified port.,
C 324 A 0,TP UART,UART : Fi Fo overflow,
C 324 A 1,TP UART,UART : Length mismatch,
C 324 A 2,TP UART,UART : Unexpected SOM,
C 325 A 53 to C 335 A 66,SPI u A,u A SPI : Unsupported command,
C 327 A 0,PCIe,PCIe Control-Data : Blocked,
C 327 A 1,PCIe,PCIe Priority-Data : Blocked,
C 327 A 2,PCIe,PCIe data-data : Blocked,
C 328 A,Transceiver miscellaneous,,
C 328 A 0,Transceiver miscellaneous,The So C arrived too early,
C 328 A 1,Transceiver miscellaneous,"Timeout while waiting for the So C, the So C was lost or delayed more than expected",
C 328 A 2,"Flash device is not supported, check JE DEC data for device",The flash device’s JE DEC ID does not matcha supported flash device,a) Conduct a complete re booting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 329 A 1,A XI STREAM,Fi Fo overflow on interface,
C 329 A 2,A XI STREAM,Fi Fo overflow cleared,
C 330 A,Injection Molding Machine Interface IM MI IO,,
C 330 A 1,Injection-Molding- Machine-Interface E- Stop output read back does not match the produced value,"First byte: produced value, second byte: read value",Check E-stop output
C 330 A 2,Injection-Molding- Machine-Interface Moulding Area Free output read back does not match the produced value,"First byte: produced value, second byte: read value",Check output
C 330 A 3,Injection-Molding- Machine-Interface 24 VIO voltage outside acceptable range,The voltage measured on the 24 VIO rail is lower than expected,a) Check the fuses on the Injection-Molding-Machine- Interface b) Verify there are no short circuits on the 24 VIO connectors c) Contact your local Universal Robots service provider for assistance
C 330 A 4,Injection-Molding- Machine-Interface 48 V voltages outside acceptable range,The voltages measured on the 48 V rails are lower than expected,a) Check the fuses on the Injection-Molding-Machine- Interface b) Verify there are no short circuits on the IO connectors c) Contact your local Universal Robots service provider for assistance
C 331 A,Friction model,,
C 331 A 0,Critical error,A critical error occurred in the friction model module,a) Conduct a complete re booting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 332 A,Servo configuration,,
C 332 A 0,Critical error on Servo configuration,A critical error occurred in the servo configuration module,a) Conduct a complete re booting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 332 A 1,Servo configuration,The configuration file could not be loaded,
C 332 A 2,Servo configuration,The configuration file could not be updated,
C 332 A 3,Servo configuration,"Failed to create configuration file, due to unknown PCB_type",
C 332 A 4,Servo configuration,"Failed to acquire the motor data sheet, due to unsupported motor",
C 333 A 0,File message,Critical error,
C 333 A 1,File message,File type is not supported,
C 333 A 2,File message,All arguments are mandatory,
C 333 A 3,File message,Protocol version is not supported,
C 333 A 4,File message,File part is unexpected,
C 333 A 5,File message,CRC is invalid,
C 333 A 6,File message,Unexpected CRC value,
C 333 A 7,File message,Unique ID is invalid,
C 333 A 8,File message,Unexpected unique ID,
C 333 A 9,File message,File version is not supported,
C 333 A 10,File message,File ID is deleted,
C 334 A,Protective Stop: Position deviation while in Locked Axis feature,Robot deviated from constrained axes while in Constrained Free drive. The maximum range was reached.,a) Unlock constrained axis b) Move robot back to reachable postions
C 336 A 1,Hardware configuration manager,An illegal write request to a memory area,
C 337 A 0,Control parameters,Critical error,
C 337 A 1,Control parameters,A selected set of control parameters was not allowed in this application,
C 337 A 2,Control parameters,A selected set of control parameters was not known or was incorrectly applied,
C 400 A,Protective Stop: Elbow position close to safety plane limits,Robot joint 2– Elbow has reached the Safety Plane limits,Move robot Elbow joint away from the safety plane
C 401 A,Protective Stop: Exceeding user safety settings for stopping time,"You have exceeded the safety settings, watch out for high values not allowed in the robot","a) Check speeds and accelerations in the program b) Check usage of TCP, payload and Co G correctly c) Check external equipment activation if correctly set"
C 402 A,Protective Stop: Exceeding user safety settings for stopping distance,Protective Stop activated by the stopping distance set in the safety settings. The value was higher so the robot stopped preventing higher distance of stop,"a) Check speeds and accelerations in the program b) Check usage of TCP, payload and Co G correctly c) Check external equipment activation if correctly set"
C 403 A,Protective Stop: Danger of clamping between the Robot’s lower arm and tool,Robot has entered Protective Stop due to reach maximum point to prevent a clamp situation between joint and robot itself,"a) Check speeds and accelerations in the program b) Check usage of TCP, payload and Co G correctly c) Check external equipment activation if correctly set"
C 404 A,Unexpected behavior,,
C 404 A 0,Runtime sends data too often,Communication overload,a) Check external equipment communication frequency b) Check if wait command or sync() script code are used in the program
C 404 A 1,Runtime tries to receive data too often,Communication overload,a) Check external equipment communication frequency b) Check if wait command or sync() script code are used in the program
C 450 A,Force-Torque sensor,,
C 450 A 0,Sensor data invalid,Force-Torque sensor is defective or not mounted correctly,a) Do a Complete rebooting sequence b) Check for loose connections c) Update software d) Contact your local Universal Robots service provider for assistance.
C 450 A 1,"Sensor cannot be used, therefore it is disabled",Force-Torque sensor version is newer than the Robot software,a) Do a Complete rebooting sequence b) Check for loose connections c) Update software d) Contact your local Universal Robots service provider for assistance.
C 450 A 2,Force-Torque sensor,Channel signal became invalid,
C 450 A 3,Force-Torque sensor,Check frequency,
C 450 A 4,"Force-Torque sensor is expected, but it cannot be detected","Force-Torque sensor is expected, but no signals from the sensor can be detected.",a) Do a Complete rebooting sequence b) Check for loose connections c) Check for damages to the Tool/sensor d) Update software e) Contact your local Universal Robots service provider for assistance.
C 450 A 5,Force-Torque sensor is detected but not calibrated,"Force-Torque sensor is installed, but no calibration was found",Same as C 450 A 5
C 499 A,Motor encoder calibration status,,a) Conduct a complete re booting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 499 A 0,Actual position isn't final. Position error,Motor encoder calibration status,a) Conduct a complete re booting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 499 A 1,Actual position has an error. Position error,Motor encoder calibration status,a) Conduct a complete re booting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 499 A 2,Actual position has a an error and isn't final. Position error,Motor encoder calibration status,a) Conduct a complete re booting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 499 A 3,Target position,Motor encoder calibration status,a) Conduct a complete re booting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 499 A 4,Actual average position,Motor encoder calibration status,a) Conduct a complete re booting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 499 A 5,Actual position variance,Motor encoder calibration status,a) Conduct a complete re booting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 499 A 6,Actual position min to max delta,Motor encoder calibration status,a) Conduct a complete re booting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 499 A 7,Actual sample position number,Motor encoder calibration status,a) Conduct a complete re booting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 720 A 2,LV D (low voltage detection),Low Voltage warning level reached,a) Do a Complete rebooting sequence b) Check for loose connections d) Update software e) Contact your local Universal Robots service provider for assistance
C 710 A,ROM Test,,a) Do a complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 710 A 0,Critical error,A critical error occurred during ROM validation,a) Do a complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 710 A 1,ROM corrupted,A critical error occurred during ROM validation,a) Do a complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 710 A 2,Failed to validate CRC on invariant data in RAM,A critical error occurred during ROM validation,a) Do a complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 710 A 3,Unexpected size of invariant data,A critical error occurred during ROM validation,a) Do a complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 710 A 4,Failed to validate CRC on code segment in RAM,A critical error occurred during ROM validation,a) Do a complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 720 A,Low Voltage Detection (LVD),,a) Do a Complete rebooting sequence b) Check for loose connections d) Update software e) Contact your local Universal Robots service provider for assistance
C 720 A 0,Reset due to Low Voltage Dectection (LVD) or power off,Voltage needed values is not reaching the necessary values to work. Out of range,a) Do a Complete rebooting sequence b) Check for loose connections d) Update software e) Contact your local Universal Robots service provider for assistance
C 720 A 1,Low Voltage warning level reached,Voltage needed values is not reaching the necessary values to work. Out of range,a) Do a Complete rebooting sequence b) Check for loose connections d) Update software e) Contact your local Universal Robots service provider for assistance
C 740 A,Hardware monitoring,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 0,Critical error,A critical error occurred during hardware monitoring,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 1,1 V 2 voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 2,1 V 8 voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 3,2 V 5 voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 4,3 V 3 voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 5,PC 3 V 3 voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 6,u A's 3 V 3 voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 7,u B's 3 V 3 voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 8,5 V voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 9,12 V voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 10,24 V voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 11,48 V voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 12,58 V voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 13,-4 V voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 14,Robot voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 15,Robot current is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 17,In rush protected 48 V voltage is outside of the allowed range,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 20,24 VS PI IO voltage,"24 V voltage IO is outside its limits (Below 23,0 V above 25,7 V)",a) Do a Complete rebooting sequence b) Check for loose connections c) Check for damages to the Tool/sensor d) Update software e) Contact your local Universal Robots service provider for assistance
C 740 A 21,24 VS PI IO current,24 V current IO is outside its limits,a) Do a Complete rebooting sequence b) Check for loose connections c) Check for damages to the Tool/sensor d) Update software e) Contact your local Universal Robots service provider for assistance
C 740 A 22,The solenoid voltage is not 0 before activation,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 23,The solenoid voltage is not 48 V after activation,,a) Do a Complete rebooting sequence b) Update software c) Contact your local Universal Robots service provider for assistance
C 740 A 24,The left Three- Position Enabling button is inconsistent,Check for connections problem. Check 3 PE functionality,"a) Do not press the button repeatedly b) Remove any pressure off the button c) Press the button with more pressure, if light pressing may not work d) Update software e) Contact your local Universal Robots service provider for assistance"
C 740 A 25,The right Three- Position Enabling button is inconsistent,Check for connections problem. Check 3 PE functionality,"a) Do not press the button repeatedly b) Remove any pressure off the button c) Press the button with more pressure, if light pressing may not work d) Update software e) Contact your local Universal Robots service provider for assistance"
C 740 A 26,State for the Three- Position Enabling button,Check for connections problem. Check 3 PE functionality,"a) Do not press the button repeatedly b) Remove any pressure off the button c) Press the button with more pressure, if light pressing may not work d) Update software e) Contact your local Universal Robots service provider for assistance"
C 900 A,Debug message data,,
